date,text
02-04-2021,morgan stanley has filed with the u s  sec to add  bitcoin exposure to 12 mutual funds  investment strategies  the funds can invest in bitcoin futures or in  grayscale bitcoin trust   gbtc
03-04-2021,a monster job query shows there are 1 970 jobs available under the search term   bitcoin
04-04-2021,once a bitcoin skeptic who called the  cryptocurrency  nonsense   the norwegian billionaire has now changed his mind and invested in  btc   bitcoin  fomo
05-04-2021,out of 21 million  bitcoin  microstrategy holds  436  of the entire supply and today  that stash is worth 2 4x the purchase value at  5 4 billion
06-04-2021,the gdlc contained the digital currency  xrp  but grayscale dropped the token off the roster after the recent sec lawsuit with ripple   chainlink  link
07-04-2021,investment by cardano in coti builds upon previous collaborations as the former seeks to upgrade its payment solution
08-04-2021,under the logic advanced by the sec every actively developed blockchain is at risk  especially ethereum   jeremy kauffman stressed
09-04-2021,meitu says that its board members have seen a  growing momentum  when it comes to  cryptocurrencies
10-04-2021,hsbc says it  will not participate in facilitating  buy and or exchange  product related to virtual currencies  or products related or referencing to the performance of  virtualcurrency    bitcoin
11-04-2021,another real life wakanda in africa  akon unveils plan to build a second futuristic  cryptocurrency city   my true calling is to develop africa  whatever it takes   said akon   akoncity
12-04-2021,the galaxy digital ceo says there is  zero evidence of the chinese government buying  bitcoin
13-04-2021,the rising fees on networks such as  bitcoin or  ethereum mean the respective crypto assets may eventually become less accessible
14-04-2021,campos neto pointed out that some topics are still in the pipeline  such as if the  digital real  will be interest bearing and what kind of technology will host the cbdc
15-04-2021,this is axa s response to growing demand from its customers for alternative payment solutions  with new technologies playing an ever greater role   an axa executive said   bitcoin
16-04-2021,what people call  cryptocurrencies  they re really vehicles for speculation  no one is using them for payments  for example  like the dollar   said fed chair powell   bitcoin  crypto
17-04-2021,blockap believes that the  blockchain industry as a whole will provide these unbanked people with critical technology necessary for accessing the financial system   darin feinstein said
18-04-2021,the founder and ceo of  bitpay  stephen pair  believes partnering with copa is a step forward toward innovation
19-04-2021,all 150  btc worth  8 5 million today  was mined on july 13  2010  and it was likely mined by the same entity
20-04-2021,sec chair gensler is waiting for some direction from the treasury for the overall policy of cryptocurrency regulations before he develops a specific regulatory approach for crypto
21-04-2021,wework will accept  bitcoin   btc    ethereum   eth   usd coin  usdc   paxos  pax   and several other cryptocurrencies as payment for its offerings   the softbank backed company says
22-04-2021,the u s  house passed a bill requiring the sec and cftc to establish a working group focused on  digitalassets   bitcoin  cryptocurrency
23-04-2021,the amount of money stolen on the alleged ponzi crypto scheme could reach 100 million euros   120 million    cryptocurrency
24-04-2021,although criptan will process such crypto payments  both hotels will receive 100  of the money in fiat euros   bitcoin
25-04-2021,nothing goes up in a straight line   bitcoin has gone up 6 months in a row  until this month   plan b stressed
26-04-2021,the blog post published by filebase cites a study that shows in five years data storage will exceed 175 zettabytes
27-04-2021,34  of the respondents in the northwestern federal district believe that cryptos  cannot replace traditional currencies in anything
28-04-2021,as of press time  one of the most popular petitions filled in the government s website has 141 659 signatures   cryptocurrency
29-04-2021,polygon to promote  defi adoption by introducing a  100m  defiforall fund to lower the barriers to entry for yield farming and lending
30-04-2021,governments tend to auction cryptos seized from criminal activities  such as france did in march when the french government auctioned 611  btc
01-05-2021,long term savers are warned to consider all the possible scenarios and options when planning for retirement   bitcoin
02-05-2021,clemson quarterback trevor lawrence has been selected no  1 overall in the 2021 nfl draft  he put his signing bonus  estimated to be worth  24 million  in cryptocurrencies   bitcoin  ether  sol
03-05-2021,cryptos like  btc or  bch enable users to pay without worrying about the lower denominations or torn notes they will get as change
04-05-2021,s amp p global  has launched 3  cryptocurrency indices  the  bitcoin index   ethereum index  and  crypto mega cap  index
05-05-2021,even though satoshi s efforts to remain anonymous are not bulletproof  they are extreme   one person wrote seven years ago   bitcoin
06-05-2021,a  decentralized currency will help to unlock the  most under penetrated payments market in the world
07-05-2021,the jerry garcia foundation plans to donate a portion of the  nft s auction proceeds toward the preservation of coral reefs   gratefuldead
08-05-2021,elon musk sees  dogecoin as his  private stimulus for the people  that  represents legit hope for people kicked by pandemic    doge  bitcoin  cryptocurrency
09-05-2021,idex biometrics says   china is leading the way with digital currency electronic payment    cbdc
10-05-2021,regulate  control  cryptocurrencies but allow the crypto assets  encourage the crypto services   said former finance secretary subhash chandra garg   bitcoin  cryptocurrency
11-05-2021,mark zuckerberg s goat   bitcoin  had users decrypting the reasons behind it
12-05-2021,hungary to reduce tax on capital gains from  cryptocurrency to 15
13-05-2021,latest fundings in the  blockchain space go to  moma protocol  metic  qanplatform  shield finance  bitrue  jur  jenny  and dapp list
14-05-2021,musk s tweet on bitcoin s energy footprint ignores reality of  blockchain innovation while industry leaders responded by highlighting the capable solutions that already address this drawback
15-05-2021,we are the first municipality in the state of north dakota  and the third in the nation  to offer this service    bitcoin  cryptocurrency
16-05-2021,unlike tesla  mark cuban says the dallas mavericks will continue to accept bitcoin  because we know that replacing gold as a store of value will help the environment   they also accept  doge and  eth
17-05-2021,hardcore  btc supporters are convinced the coin will never lose the top position  while others believe a  flippening is inevitable
18-05-2021,while crypto markets have recovered some losses   mstr shares have seen a small increase in value after the opening bell on tuesday morning
19-05-2021,we think the  cryptocurrency space has just hit an evolution and maturation of its development that allows it now to be a viable investable asset    bitcoin
20-05-2021,cryptocurrency already poses a significant detection problem by facilitating illegal activity broadly including tax evasion   said treasury   bitcoin
